line,verse,part,text
430,108,3,เห็นคนทรงปลงจิตรอนิจจัง
431,108,4,ให้คนทั้งปวงหลงลงอบาย
432,109,1,ซึ่งคำปดมดท้าวว่าจ้าวช่วย
433,109,2,ไม่เห็นด้วยที่จะได้ดังใจหมาย
434,109,3,อันจ้าวผีนี้ถึงรับก็กลับกลาย
435,109,4,ถือจ้าวนายที่ได้พึ่งจึงจะดี
436,110,1,แต่บ้านนอกคอกนาอยู่ป่าเขา
437,110,2,ไม่มีเจ้านายจึงต้องพึ่งผี
438,110,3,เหมือนถือเพื่อนเฟือนหลงว่าทรงดี
439,110,4,ไม่สู้พี่ได้แล้วเจ้าแก้วตา
440,111,1,บางกระชับเหมือนกำชับให้กลับหลัง
441,111,2,กำชับสั่งว่าจะคอยละห้อยหา
442,111,3,วานซืนนี้พี่ได้รับกำชับมา
443,111,4,ไม่อยู่ช้ากว่ากำชับจะกลับไป
444,112,1,แต่เป็ดหงส์ลงหาดไม่คลาศคู่
445,112,2,สังเกตดูดังจะพาน้ำตาไหล
446,112,3,เหมือนเสียทีมีเพื่อนไม่เหมือนไทย
447,112,4,ดังดินไร้เส้นหญ้าอนาทร
448,113,1,ถึงวัดสิงห์สิงสู่อยู่ที่นี่
449,113,2,แต่ใจพี่นี้ไปสิงมิ่งสมร
450,113,3,ถึงตัวจากพรากพลัดกำจัดจร
451,113,4,ยังอาวรณ์หวังเสน่ห์ทุกเวลา
452,114,1,ถึงวัดท่าท่าน้ำดูฉ่ำชื่น
453,114,2,สำราญรื่นร่มไม้ไทรสาขา
454,114,3,คิดถึงนุชสุดสวาทที่คลาศคลา
455,114,4,จะคอยท่าถามข่าวทุกคราวเรือ
456,115,1,ถึงบ้านกล้วยกล้วยกล้ายเขารายปลูก
457,115,2,น้ำเต้าลูกเท่ากระติกพริกมะเขือ
458,115,3,กล้วยหากมุกสุกห่ามอร่ามเครือ
459,115,4,อยู่ริมเรือเรียดทางข้างคงคา
460,116,1,คิดถึงเมื่อเรือน้องมาคลองนี้
461,116,2,จะชวนชี้ชมประเทศกับเชษฐา
462,116,3,สอื้นโอ้โพล้เพล้ถึงเวลา
463,116,4,สกุณาข้ามฝั่งไปรังเรียง
464,117,1,บ้างเริงร้องซร้องแซร่กรอแกรกรีด
465,117,2,หวิวหวิวหวีดเวทนาภาษาเสียง
466,117,3,ลูกอ่อนแอแม่ป้อนชะอ่อนเอียง
467,117,4,บ้างคู่เคียงเคล้าคลอเสียงซอแซ
468,118,1,เอ็นดูนกกกบุตรแล้วสุดเศร้า
469,118,2,เหมือนบุตรเราเคียงข้างไม่ห่างแห
470,118,3,หวนสอื้นฝืนใจอาไลยแล
471,118,4,ได้เห็นแต่ตาบน้อยละห้อยใจ
472,119,1,ตะวันรอนอ่อนอับพยับแสง
473,119,2,ดูดวงแดงดังจะพาน้ำตาไหล
474,119,3,ยังรอรังสั่งฟ้าด้วยอาไลย
475,119,4,ค่อยไรไรเรืองลับวับวิญญา
476,120,1,พระจันทรจรจำรูญข้างบูรพทิศ
477,120,2,กระต่ายติดแต้มสว่างกลางเวลา
478,120,3,โอ้กระต่ายหมายจันทร์ถึงชั้นฟ้า
479,120,4,เทวดายังช่วยรับประคับประคอง
480,121,1,มนุษย์ฤๅถือดีว่ามีศักดิ์
481,121,2,มิรับรักเริศร้างให้หมางหมอง
482,121,3,ไม่เหมือนเดือนเหมือนกระต่ายเสียดายน้อง
483,121,4,จึงขัดข้องขัดขวางทุกอย่างไป
484,122,1,น้ำค้างพรมลมเฉื่อยเรื่อยเรื่อยริ้ว
485,122,2,หนาวดอกงิ้วงิ้วออกดอกไสว
486,122,3,เกสรงิ้วปลิวฟ้ามายาใจ
487,122,4,ให้ทราบในทรวงช้ำสู้กล้ำกลืน
488,123,1,โอ้งิ้วป่าพาหนาวเมื่อคราวยาก
489,123,2,สุดจะฝากแฝงหน้าไม่ฝ่าฝืน
490,123,3,แม้นงิ้วเปนเช่นงารเมื่อวานซืน
491,123,4,จะชูชื่นช่วยหนาวเมื่อคราวครวญ
492,124,1,โอ้ดูเดือนเหมือนได้ยลวิมลพักตร
493,124,2,ไม่ลืมรักรูปงามทรามสงวน
494,124,3,กระจ่างแจ้งแสงจันทร์ยิ่งรัญจวน
495,124,4,คนึงหวลนิ่งนอนอ่อนกำลัง
496,125,1,ถึงบ้านธรรมศาลาริมท่าน้ำ
497,125,2,เปนโรงธรรมภาคย์สร้างแต่ปางหลัง
498,125,3,เดชะคำทำคุณการุณัง
499,125,4,เปนที่ตั้งวาสนาให้ถาวร
500,126,1,ขอสมหวังดังสวาทอย่าคลาศเคลื่อน
501,126,2,ให้ได้เหมือนหมายรักในอักษร
502,126,3,หนังสือไทยอธิษฐานสารสุนทร
503,126,4,จงถาพรเพิ่มรักเปนหลักโลม
504,127,1,โอ้เย็นฉ่ำน้ำค้างลงพร่างพร้อย
505,127,2,ให้ละห้อยหวลเห็นเหมือนเช่นโฉม
506,127,3,พอมืดมนฝนพยับอับโพยม
507,127,4,ทรวงจะโทรมเสียเพราะรักที่หนักทรวง
508,128,1,ถึงถิ่นฐานบ้านเพนียดเปนเนินสูง
509,128,2,ที่จับจูงช้างโขลงเข้าโรงหลวง
510,128,3,เหตุเพราะนางช้างต่อไปฬ่อลวง
511,128,4,พลายทั้งปวงจึงต้องถูกมาผูกโรง
512,129,1,โอ้อกเพื่อนเหมือนหนึ่งชายที่หมายมาท
513,129,2,แสนสวาทหวังงามมาตามโขลง
514,129,3,ต้องติดบ่วงห่วงรักชักฉะโลง
515,129,4,เสียดายโป่งป่าเขาคิดเศร้าใจ
516,130,1,เข้าจอดท่าหน้าเนินเพนียดช้าง
517,130,2,มีโรงร้างไร่ฝาเข้าอาศรัย
518,130,3,พอประทังบังฝนใต้ต้นไทร
519,130,4,พวกผู้ใหญ่หยุดหย่อนเขานอนเรือ
520,131,1,แต่ลูกเล็กเด็กอ่อนนอนชั้นล่าง
521,131,2,น้ำค้างพร่างพรมพราวให้หนาวเหลือ
522,131,3,โอ้รินรินกลิ่นเกสรขจรเจือ
523,131,4,เหมือนกลิ่นเนื้อแนบชิดสนิทใน
524,132,1,หนาวน้ำค้างพร่างพรมจะห่มผ้า
525,132,2,พออุ่นอารมณระงับได้หลับไหล
526,132,3,ถึงลมว่าวหนาวยิ่งจะผิงไฟ
527,132,4,แต่หนาวใจจากเจ้าให้เศร้าซึม
528,133,1,สงัดเงียบเยียบเย็นทุกเส้นหญ้า
529,133,2,แต่สัตว์ป่าปีบร้องก้องกระหึม
530,133,3,ไม่เห็นหนต้นไม้พระไทรครึม
531,133,4,เสียงงึมงึมเงาไม้พระไทรคนอง
532,134,1,ทั้งเปรตผีปี่แก้วแว่วแว่วหวีด
533,134,2,จังหรีดกรีดกรีดเกรียวเสียวสยอง
534,134,3,เสียงหริ่งหริ่งกิ่งไทรเรไรร้อง
535,134,4,แม่ม่ายลองในเพราะเสนาะใน
536,135,1,สงสารแต่แม่ม่ายสายสวาท
537,135,2,นอนอนาถหนาวน่าน้ำตาไหล
538,135,3,อ่านหนังสือฤๅว่าน้องจะลองใน
539,135,4,เสียดายใจจางจืดไม่ยืดยาว
540,136,1,แม้นยอมใจให้สัตย์จะนัดน้อง
541,136,2,ไปร่วมห้องหายม่ายทั้งหายหนาว
542,136,3,นี่หลงเพื่อนเหมือนเคี้ยวเข้าเหนียวลาว
543,136,4,ลืมเข้าจ้าวเจ้าประคุณที่คุ้นเคย
544,137,1,โอ้คิดอื่นหมื่นแสนไม่แม่นเหมือน
545,137,2,ที่ร่วมเรือนร่วมเตียงเคียงเขนย
546,137,3,สงัดเสียงเที่ยงคืนเคยชื่นเชย
547,137,4,เมื่อไรเลยจะคืนมาชื่นใจ
548,138,1,จวนจะหลับกลับฝันว่าขวัญอ่อน
549,138,2,แนบฉอ้อนอุ่นจิตรพิสมัย
550,138,3,พี่เคยเห็นเช่นเคยเชยฉันใด
551,138,4,จนชั้นไฝที่ริมปากไม่อยากเฟือน
552,139,1,พอฟื้นกายหายรูปให้งูบง่วง
553,139,2,กำสรดทรวงเสียใจใครจะเหมือน
554,139,3,ยังมิคุ้นอุ่นจิตรไม่บิดเบือน
555,139,4,มาเปนเพื่อนทุกข์ยากเมื่อจากจร
556,140,1,ยังเหลือแต่แพรสีที่พี่ห่ม
557,140,2,ขึ้นประธมจะถวายให้สายสมร
558,140,3,แม้นโฉมงามตามมาจะพาจร
559,140,4,เมื่อขวัญอ่อนขึ้นไปชมประธมทอง
560,141,1,โอ้ยามสามยามจากเคยฝากรัก
561,141,2,ได้ฟูมฟักแฝงเฝ้าเปนเจ้าของ
562,141,3,มาสูญขาดวาสนาน้ำตานอง
563,141,4,มิได้น้องแนบเชยเหมือนเคยเคียง
564,142,1,พอรุ่งรางวางเวงเสียงเครงครื้น
565,142,2,ปักษาตื่นต่างเรียกกันเพรียกเสียง
566,142,3,โกกิลากาแกแซ่สำเนียง
567,142,4,สนั่นเพียงพิณพาทย์ระนาดประโคม
568,143,1,กระหึมหึ่งผึ้งบินกินเกสร
569,143,2,ทรวงภมรเหมือนพี่เคยได้เชยโฉม
570,143,3,น้ำค้างชะประเปรยเชยชะโลม
571,143,4,พื้นโพยมแย้มสว่างกระจ่างตา
572,144,1,เสพย์อาหารหวานคาวแต่เช้าชื่น
573,144,2,ยังรวยรื่นรินรินกลิ่นบุบผา
574,144,3,กับพวกพ้องสองบุตรสุดศรัทธา
575,144,4,ขึ้นเดิรป่าไปตามทางเสียงวางเวง
576,145,1,กระเหว่าหวานขานเสียงสำเนียงเสนาะ
577,145,2,ค้อนทองเคาะค้อนทองเสียงป๋องเป๋ง
578,145,3,เห็นรอยเสือเนื้อตื่นอยู่ครื้นเครง
579,145,4,ให้กริ่งเกรงโห่ฉาวเสียงกราวเกรียว
580,146,1,ต้นกรวยไกรไทรสะแกแคแกรกร่าง
581,146,2,น้ำค้างพร่างพร่ายชุ่มชอุ่มเขียว
582,146,3,หนทางอ้อมค้อมคดต้องลดเลี้ยว
583,146,4,พากันเที่ยวชมเนื้อดูเสือดาว
584,147,1,พอแสงแดดแผดร้อนอ่อนอ่อนอุ่น
585,147,2,กระต่ายตุ่นต่างต่างบ้างด่างขาว
586,147,3,สุกรป่าช้ามดเหมือนแมวคราว
587,147,4,เวลาเช้าชักฝูงออกทุ่งนา
588,148,1,เด็กเด็กโดดโลดไล่กระต่ายหลบ
589,148,2,จับประจบหกล้มสมน้ำหน้า
590,148,3,สนุกในไพรพนัศรัถยา
591,148,4,ทั้งบรรดาเด็กน้อยก็พลอยเพลิน
592,149,1,ครั้นถึงวัดพระประธมบรมธาตุ
593,149,2,สูงทายาดอยู่สันโดษบนโขดเขิน
594,149,3,แลทะมึนทึ่นเทิ่งดังเชิงเทิน
595,149,4,เปนโขดเนินสูงเสริมเขาเพิ่มพูล
596,150,1,ประกอบก่อย่อมุมมีซุ้มมุข
597,150,2,บุดีบุกบันจบถึงนพสูญ
598,150,3,เปนพืดแผ่นแน่นสนิททั้งอิฐปูน
599,150,4,จงเพิ่มพูลพิสดารอยู่นานครัน
600,151,1,แล้วลดเลี้ยวเที่ยวรอบขอบข้างล่าง
601,151,2,ล้วนรอยกวางทรายเกลื่อนไก่เถื่อนขัน
602,151,3,สพรั่งต้นฅนทาลัดดาวัล
603,151,4,ขึ้นพาดพันพงพุ่มชอุ่มใบ
604,152,1,เห็นห้องหับลับลี้เปนที่สงฆ์
605,152,2,เที่ยวธุดงค์เดิรมาได้อาศรัย
606,152,3,พลอยศรัทธาพาเพลินเจริญใจ
607,152,4,ถึงบันไดดูโกรกชะโงกงัน
608,153,1,เห็นสูงสุดหยุดแลชะแง้แหงน
609,153,2,ถึงมาทแม้นบรรไลยคงไปสวรรค์
610,153,3,ต่างอุส่าห์พยายามต้องตามกัน
611,153,4,ขึ้นถึงชั้นบนได้จิตรใจมา
612,154,1,สงสารสุดบุตรน้อยก็พลอยขึ้น
613,154,2,ไม่เมื่อยมึนเหมือนผู้ใหญ่ไวหนักหนา
614,154,3,ประนมมือถือประทีปเทียนบูชา
615,154,4,ตั้งวันทาทักษิณด้วยยินดี
616,155,1,ได้สามรอบชอบธรรมเปนกำหนด
617,155,2,กราบประณตกรประนมก้มเกษี
618,155,3,ถวายธูปเทียนบุบผาสุมาลี
619,155,4,กับเทียนที่ฝากถวายนั้นหลายคน
620,156,1,เจ้าของคิดอธิษฐานที่บ้านแล้ว
621,156,2,จงผ่องแผ้วผิวพักตรถึงมรรคผล
622,156,3,ให้ผาสุกทุกสมรอย่าร้อนรน
623,156,4,ประจวบจนจะได้ตรัสด้วยศรัทธา
624,157,1,ฉันรับฝากอยากจะใคร่ได้เปนญาติ
625,157,2,ทุกทุกชาติไปอย่าขาดเหมือนปราถนา
626,157,3,ให้รักใคร่ไปทุกวันเห็นทันตา
627,157,4,ไปเบื้องหน้านั้นขอให้บริบูรณ์
628,158,1,สาธุสะพระประธมบรมธาตุ
629,158,2,จงทรงสาสนาอยู่ไม่รู้สูญ
630,158,3,ข้าทำบุญคุณพระช่วยอนุกูล
631,158,4,ให้เพิ่มพูลสมประโยชน์โพธิญาณ
632,159,1,หนึ่งขอฝากปากคำทำหนังสือ
633,159,2,ให้สืบชื่อชั่วฟ้าสุธาสถาน
634,159,3,สุนทราอาลักษณ์เจ้าจักระพาฬ
635,159,4,พระทรงสารศรีเศวตเกษกุญชร
636,160,1,อนึ่งมนุษย์อุตริติต่างต่าง
637,160,2,แล้วเอาอย่างเทียบทำคำอักษร
638,160,3,ให้ฟั่นเฟือนเหมือนเราสาปในกาพย์กลอน
639,160,4,ต่อโอนอ่อนออกชื่อจึงฦๅชา
640,161,1,อนึ่งหญิงทิ้งสัตย์เราตัดขาด
641,161,2,ถึงเนื้อน้ำธรรมชาติไม่ปราถนา
642,161,3,ข้างนอกนวลส่วนข้างในใจสุดา
643,161,4,เหมือนปลาร้าร้ายกาจอุจาดจริง
644,162,1,ถึงรูปชั่วตัวดำระยำยาก
645,162,2,รู้รักปากรักหน้าประสาหญิง
646,162,3,ถึงปากแหว่งแข้งคอดไม่ทอดทิ้ง
647,162,4,จะรักยิ่งยอดรักให้หนักครัน
648,163,1,จนแก่กกงกเงิ่นเดินไม่รอด
649,163,2,จะสู้กอดแก้วตาจนอาสัญ
650,163,3,อันหญิงลิงหญิงค่างหญิงอย่างนั้น
651,163,4,ไม่ผูกพันพิศวาสให้คลาศคลา
652,164,1,ขอเดชะพระมหาอานิสงส์
653,164,2,ซึ่งเราทรงศักราชพระสาสนา
654,164,3,เสน่ห์ไหนให้คนนั้นกรุณา
655,164,4,เหมือนในอารมณรักประจักษ์ใจ
656,165,1,หนึ่งน้องหญิงมิ่งมิตรพิศวาส
657,165,2,ซึ่งสิ้นชาติชนม์ภพสบสมัย
658,165,3,ขอคุณพระอานิสงส์ช่วยส่งไป
659,165,4,ถึงห้องไตรตรึงศ์สถานพิมานแมน
660,166,1,ที่ยังอยู่คู่เคยไม่เชยอื่น
661,166,2,จงปรากฎยศยืนกว่าหมื่นแสน
662,166,3,มั่งมีมิตรพิศวาสอย่าขาดแคลน
663,166,4,ให้หายแค้นเคืองทั่วทุกตัวคน
664,167,1,นารีใดที่ได้รักแต่ลักลอบ
665,167,2,เสน่ห์มอบหมายรักเปนพักผล
666,167,3,พะเอินขัดพลัดพรากเพราะยากจน
667,167,4,แบ่งกุศลส่งสุดาทุกนารี
668,168,1,ให้ได้คู่สู่สมภิรมย์รัก
669,168,2,ที่สมศักดิ์สมหน้าเปนราศี
670,168,3,สืบสกูลพูลสวัสดิ์ในปัถพี
671,168,4,ร่วมชีวีกันสองคนไปจนตาย
672,169,1,แต่นารีขี้ปดโต้หลดหลอก
673,169,2,ให้ออกดอกเหมือนวี่วันที่มั่นหมาย
674,169,3,ทั้งลิ้นน้องสองลิ้นเพราะหมิ่นชาย
675,169,4,เปนแม่ม่ายเท้งเต้งวังเวงใจ
676,170,1,ที่จงจิตรพิศวาสอย่าคลาศเคลื่อน
677,170,2,ให้ได้เหมือนหมายมิตรพิสมัย
678,170,3,อย่าหมองหมางห่างเหเสน่ห์ใน
679,170,4,ได้รักใคร่ครองกันจนวันตาย
680,171,1,เปนคู่สร้างทางกุศลจนสำเร็จ
681,171,2,สรรเพชญ์โพธิญาณประมาณหมาย
682,171,3,ยังมิถึงซึ่งนิพพานสำราญกาย
683,171,4,จะกลับกลายเปนไฉนอย่าไกลกัน
684,172,1,แม้นเปนไม้ให้พี่นี้เปนนก
685,172,2,ให้ได้กกกิ่งไม้อยู่ไพรสัณฑ์
686,172,3,แม้นเปนนารีผลวิมลจันทร
687,172,4,ขอให้ฉันเปนพระยาวิชาธร
688,173,1,แม้นเปนบัวตัวพี่เปนแมงภู่
689,173,2,ได้ชื่นชูสู่สมชมเกสร
690,173,3,เปนวารีพี่หวังเปนมังกร
691,173,4,ได้เชยช้อนชมชะเลทุกเวลา
692,174,1,แม้นเปนถ้ำน้ำใจใคร่เปนหงส
693,174,2,จะได้ลงสิงสู่ในคูหา
694,174,3,แม้นเนื้อเย็นเปนเทพธิดา
695,174,4,พี่ขออาศรัยเสน่ห์เปนเทวัญ
696,175,1,กว่าจะถึงซึ่งมหาศิวาโมกข์
697,175,2,เปนสิ้นโศกสิ้นสุดมนุษย์สวรรค์
698,175,3,เสวยสวัสดิ์ชัชวาลย์นานอนันต์
699,175,4,เหลือจะนับกัปกัลป์พุทธันดร
700,176,1,โอ้คิดไปใจหายเสียดายนัก
701,176,2,ที่เคยรักเคยเคียงเคยเรียงหมอน
702,176,3,มาวายวางกลางชาติถึงขาดรอน
703,176,4,ให้ทุกข์ร้อนรนร่ำระกำตรอม
704,177,1,ยังเหลือแต่แพรชมภูของคู่ชื่น
705,177,2,ทุกค่ำคืนเคยชมได้ห่มหอม
706,177,3,พี่ย้อมเหลืองเปลื้องปลดสู้อดออม
707,177,4,เอาคลุมห้อมหุ้มห่มประธมทอง
708,178,1,กับแหวนนางต่างหน้าบูชาพระ
709,178,2,สาธุสะถึงเขาผู้เจ้าของ
710,178,3,ได้บรรจงทรงเครื่องให้เรืองรอง
711,178,4,เหมือนรูปทองธรรมชาติสอาดตา
712,179,1,แล้วกราบลาพระประธมบรมธาตุ
713,179,2,เลียบลีลาศแลพินิจทุกทิศา
714,179,3,เห็นไรไรไกลสุดอยุธยา
715,179,4,ด้วยสุธาถมสูงที่กรุงไกร
716,180,1,ที่อื่นเตี้ยเรี่ยราบดังปราบเรี่ยม
717,180,2,ด้วยยื่นเยี่ยมสูงกว่าปฤกษาไสว
718,180,3,โอ้เวียงวังยังเขม้นเห็นไรไร
719,180,4,แต่สายใจพี่เขม้นไม่เห็นทรง
720,181,1,ยิ่งเสียวเสียวเหลียวย้ายทั้งซ้ายขวา
721,181,2,ล้วนทุ่งนาเนินไม้ไพรระหง
722,181,3,ภูเขาเคียงเรียงรอบเปนขอบวง
723,181,4,ในแดนดงดูสล้างล้วนยางยูง
724,182,1,ที่ทุ่งโถงโรงเรือนดูเหมือนเขียน
725,182,2,เห็นช้างเจียนจะเท่าหมูด้วยอยู่สูง
726,182,3,เขาต้อนควายหวายผูกจมูกจูง
727,182,4,เปนฝูงฝูงไรไรทุกไร่นา
728,183,1,ในอากาศดาษดูล้วนหมู่นก
729,183,2,บ้างเวียนวกวนร่อนว่อนเวหา
730,183,3,เห็นนกไม้ไพรวันอรัญวา
731,183,4,สอื้นอาไลยเหลียวด้วยเปลี่ยวใจ
732,184,1,บนประธมลมเฉื่อยเรื่อยเรื่อยรื่น
733,184,2,กระพือผืนผ้าปลิวหวิวหวิวไหว
734,184,3,เสียงฮือฮือรื้อร่ำยังค่ำไป
735,184,4,อนาถใจจนสอื้นกลืนน้ำตา
736,185,1,เห็นไรไรไม้งิ้วละลิวเมฆ
737,185,2,ดังฉัตรเฉกชื่นชุมพุ่มพฤกษา
738,185,3,สูงสันโดษโสดสุดจึงครุฑา
739,185,4,เธอแอบอาศรัยสถานพิมานงิ้ว
740,186,1,เห็นไม้งามนามไม้อาลัยมิตร
741,186,2,รำคาญคิดเขินขวยระหวยหิว
742,186,3,ฉิมพะลีปลีอ่อนเกสรปลิว
743,186,4,มาริ้วริ้วรื่นรื่นชื่นชื่นใจ
744,187,1,โอ้ยามจนอ้นอั้นกระศัลย์สวาท
745,187,2,คิดถึงญาติดังจะพาน้ำตาไหล
746,187,3,แกล้งแลเลยเชยชมพนมไพร
747,187,4,พระปรางใหญ่เยี่ยมฟ้าสุธาธาร
748,188,1,ที่ริมรอบขอบคันข้างชั้นล่าง
749,188,2,เอาอิฐขว้างดูทุกคนไม่พ้นฐาน
750,188,3,แลข้างบนคนข้างล่างที่กลางลาน
751,188,4,สุดประมาณหมายหน้าในตาลาย
752,189,1,แล้วลาพระจะลงดูตรงโกรก
753,189,2,สูงฉะโงกเงื้อมไม้จิตรใจหมาย
754,189,3,เมื่อขึ้นนั้นคั่นกระไดขึ้นง่ายดาย
755,189,4,จะลงเห็นเปนว่าหงายวุ่นวายใจ
756,190,1,ต้องผินผันหันหลังลงทั้งสิ้น
757,190,2,ถึงแผ่นดินยินดีจะมีไหน
758,190,3,เที่ยวชมวัดทัศนาศาลาไลย
759,190,4,ต้นโพธิ์ไทรสูงสูงทั้งยูงยาง
760,191,1,ดูเย็นชื่นรื่นร่มพนมมาศ
761,191,2,มะตูมตาดต้นเอื้องมะเฟืองฝาง
762,191,3,นมสวรรค์ลั่นทมต้นนมนาง
763,191,4,มีต่างต่างตันอกตกตลึง
764,192,1,นมสวรรค์ฉันดูสู้ไม่ได้
765,192,2,เหมือนเตือนใจจะให้นึกรำฦกถึง
766,192,3,เห็นเล็บนางหมางเมินเดิรรำพึง
767,192,4,ชมกระทึงดอกดวงพวงพยอม
768,193,1,พิกุลใหญ่ใต้ต้นหล่นชะแล่ม
769,193,2,ดูกลีบแซมชื่นเชยระเหยหอม
770,193,3,ผลลูกสุกห่ามงามงามงอม
771,193,4,แต่แตนตอมต่อผึ้งฮึงฮึงฮือ
772,194,1,เห็นนกเปล้าเขาไฟฝูงไก่เถื่อน
773,194,2,เที่ยวเดิรเกลื่อนกลางดินบ้างบินปรื๋อ
774,194,3,เหล่าลูกเล็กเด็กใหญ่ไล่กระพือ
775,194,4,มันบินรื้อร่อนลงเข้าดงดอน
776,195,1,ทั้งสระมีสี่มุมประทุมชาติ
777,195,2,ระดะดาษดอกดวงบัวหลวงสลอน
778,195,3,บ้างร่วงโรยโปรยปรายกระจายจร
779,195,4,หอมเกสรเสาวคนธ์ที่หล่นลอย
780,196,1,มีเต่าปลาอาศรัยอยู่ในน้ำ
781,196,2,บ้างผุดดำโดดคนองพ่นฟองฝอย
782,196,3,ฝูงกริมกรายรายเรียงขึ้นเคียงคอย
783,196,4,จะคาบสร้อยเสาวคนธ์ว่ายวนเวียน
784,197,1,เหมือนด้วยรักหนักหน่วงไม่ร่วงหล่น
785,197,2,ให้เวียนวนหวั่นจิตรตะขวิดตะเขวียน
786,197,3,แสนสนุกรุกขชาติดาษเดียร
787,197,4,เที่ยวเดิรเวียนวนชมประธมทอง
788,198,1,โบสถ์วิหารท่านสร้างแต่ปางก่อน
789,198,2,มีพระนอนองค์ใหญ่ยังไม่หมอง
790,198,3,หลับพระเนตรเกษเกยเขนยทอง
791,198,4,ดูผุดผ่องพูลเพิ่มเติมศรัทธา
792,199,1,โอ้เอ็นดูหนูตาบจะกราบก้ม
793,199,2,เปลื้องผ้าห่มนอบนบจบเกษา
794,199,3,ขึ้นห่มพระอธิษฐานให้มารดา
795,199,4,พลอยน้ำตาตกพรากเพราะยากเย็น
796,200,1,แม้นยังอยู่คู่เชยไม่เลยละ
797,200,2,มาไหว้พระก็จะพามาให้เห็น
798,200,3,โอ้ชาตินี้มีกรรมจึงจำเปน
799,200,4,มาแสนเข็ญขาดมิตรสนิทใน
800,201,1,กราบพระเจ้าเศร้าจิตรคิดสังเวช
801,201,2,โอ้น้ำเนตรเอ๋ยกลืนก็ขืนไหล
802,201,3,สารพัดตัดขาดประหลาดใจ
803,201,4,ตัดอาไลยสวาทไม่ขาดความ
804,202,1,แกล้งพูดพาตาเถ้าพวกชาวบ้าน
805,202,2,คนโบราณรับไปได้ไถ่ถาม
806,202,3,เห็นรูปหินศิลาสง่างาม
807,202,4,เปนรูปสามกระษัตริย์ขัติยวงศ์
808,203,1,ถามผู้เถ้าเล่าแจ้งจึงแต่งไว้
809,203,2,หวังจะให้ทราบความตามประสงค์
810,203,3,ว่ารูปทำจำลองฉลององค์
811,203,4,พระยากงส์พระยาภาณกับมารดา
812,204,1,ด้วยเดิมเรื่องเมืองนั้นถวัลยราช
813,204,2,เรียงพระญาติพระยากงส์สืบวงศา
814,204,3,เอาพานทองรองประสูติพระบุตรา
815,204,4,กระทบหน้าแต่น้อยๆเปนรอยพาน
816,205,1,พอโหรทายร้ายกาจไม่พลาดเพลี่ยง
817,205,2,ผู้ใดเลี้ยงลูกน้อยจะพลอยผลาญ
818,205,3,พระยากงส์ส่งไปให้นายพราน
819,205,4,ทิ้งที่ธารน้ำใหญ่ยังไม่ตาย
820,206,1,ยายหอมรู้จู่ไปเอาไว้เลี้ยง
821,206,2,แกรักเพียงลูกรักไม่หักหาย
822,206,3,ใครถามไถ่ไม่แจ้งให้แพร่งพราย
823,206,4,ลูกผู้ชายชื่นชิดสู้ปิดบัง
824,207,1,ครั้นเติบใหญ่ได้วิชาตาปะขาว
825,207,2,แกเปนชาวเชิงพนมอาคมขลัง
826,207,3,รู้ผูกหญ้าภาพยนต์มนต์จังงัง
827,207,4,มีกำลังฦๅฤทธิ์พิสดาร
828,208,1,พระยากงส์ลงมาจับก็รับรบ
829,208,2,ตีกระทบทัพย่นถึงชนสาร
830,208,3,ฝ่ายท้าวพ่อมรณาพระยาภาณ
831,208,4,จึงได้ผ่านภพผดุงกรุงสุพรรณ
832,209,1,เข้าหาพระมเหษีเห็นมีแผล
833,209,2,จึงเล่าแต่ความจริงทุกสิ่งสรรพ
834,209,3,เธอรู้ความถามไถ่ได้สำคัญ
835,209,4,ด้วยคราวนั้นคนเขารู้ทุกผู้คน
836,210,1,ครั้นถามไถ่ยายหอมก็ยอมผิด
837,210,2,ด้วยปกปิดปฏิเสธซึ่งเหตุผล
838,210,3,เธอโกรธาฆ่ายายนั้นวายชนม์
839,210,4,จึงให้คนก่อสร้างพระปรางค์ประโทน
840,211,1,แทนคุณตามความรักแต่หักว่า
841,211,2,ต้องเข่นฆ่ากันเพราะกรรมเหมือนคำโหร
842,211,3,ที่ยายตายหมายปักเปนหลักประโคน
843,211,4,แต่ก่อนโพ้นพ้นมาเปนช้านาน
844,212,1,จึงสำเหนียกเรียกย่านบ้านยายหอม
845,212,2,ด้วยเดิมจอมจักรพรรดิอธิษฐาน
846,212,3,ครั้นเสร็จสรรพ์กลับมาหาอาจารย์
847,212,4,เหตุด้วยบ้านนั้นมีเนินศิลา
848,213,1,จึงทำเมรุเกณฑ์พหลพลรบ
849,213,2,ปลงพระศพพระยากงส์พร้อมวงศา
850,213,3,แล้วปลดเปลื้องเครื่องกระษัตริยขัติยา
851,213,4,ของบิดามารดรแต่ก่อนกาล
852,214,1,กับธาตุใส่ในตรุบรรจุไว้
853,214,2,ที่ถ้ำใต้เนินพนมประสมสถาน
854,214,3,จึงเลื่องฦๅชื่อว่าพระยาภาณ
855,214,4,คู่สร้างชานเชิงพนมประธมทอง
856,215,1,ท่านผู้เถ้าเล่าแจ้งจึงแต่งไว้
857,215,2,หวังจะให้สูงเสริมเฉลิมฉลอง
858,215,3,ด้วยเลื่อมใสในจิตร์คิดประคอง
859,215,4,ให้เรืองรองรุ่งโรจน์ที่โบสถ์ราม
860,216,1,ก็จนใจได้แต่ทำคำหนังสือ
