line,verse,part,text
418,105,3,เล่นโขนหนังฟังปี่พาทย์ระนาดฆ้อง
419,105,4,ละคอนร้องเรื่องแขกฟังแปลกไทย
420,106,1,ประทานรางวัลนั้นไม่ขาดคนดาษดื่น
421,106,2,ทั้งวันคืนครื้นครั่นเสียงหวั่นไหว
422,106,3,จะวายเห็นเย็นเยียบเหงาเงียบใจ
423,106,4,โอ้อาลัยแลเหลียวเปลี่ยววิญญาณ์
424,107,1,เคยอยู่กินถิ่นที่กระฎีก่อ
425,107,2,เป็นตึกต่อต่างกำแพงฝากแฝงฝา
426,107,3,เป็นสองฝ่ายท้ายวัดวิปัสสนา
427,107,4,ข้างโบสถ์บาเรียนเรียงเคียงเคียงกัน
428,108,1,เป็นสี่แถวแนวทางเดินหว่างกุฎิ์
429,108,2,มีสระขุดเขื่อนลงพระสงฆ์ฉัน
430,108,3,ข้างทิศใต้ในจงกรมพรหมจรรย์
431,108,4,มีพระคันธกุฎีที่บำเพ็ง
432,109,1,ศาลากลางทางเดินแลเพลินจิต
433,109,2,ประดับประดิษฐ์ดูดีเป็นที่เก๋ง
434,109,3,จะเริดร้างห่างแหสุดแลเล็ง
435,109,4,ยิ่งพิศเพ่งพาสลดกำสรดทรวง
436,110,1,หอระฆังดั่งทำนองหอกลองใหญ่
437,110,2,ทั้งหอไตรแตรทองเป็นของหลวง
438,110,3,ปลูกไม้รอบขอบนอกเป็นดอกดวง
439,110,4,บ้างโรยร่วงรสรื่นทุกคืนวัน
440,111,1,ชมพู่แลแต่ละต้นมีผลลูก
441,111,2,ดูดั่งผูกพวงระย้านึกน่าฉัน
442,111,3,ทรงบาดาลบานดอกรีบออกทัน
443,111,4,เก็บทุกวันเช้าเย็นไม่เว้นวาย
444,112,1,เห็นทับทิมริมกระฎีดอกยี่โถ
445,112,2,สะอื้นโอ้อาลัยจิตใจหาย
446,112,3,เห็นต้นชาหน้ากระไดใจเสียดาย
447,112,4,เคยแก้อายหลายครั้งประทังทน
448,113,1,ได้เก็บฉันวันละน้อยอร่อยรส
449,113,2,ด้วยยามอดอัตคัดแสนขัดสน
450,113,3,จะซื้อหาชาจีนทรัพย์สินจน
451,113,4,จะจากต้นชาให้อาลัยชา
452,114,1,โอ้ชาตินี้มีกรรมเหลือลำบาก
453,114,2,เหมือนนกพรากพลัดรังไร้ฝั่งฝา
454,114,3,โอ้กระฎีที่จะจากฝากน้ำตา
455,114,4,ไว้คอยลาเหล่านักเลงฟังเพลงยาว
456,115,1,เคยเยี่ยมเยือนเพื่อนเก่าเมื่อเราอยู่
457,115,2,มาหาสู่ดูแลทั้งแก่สาว
458,115,3,ยืมหนังสือลือเลื่องถามเรื่องราว
459,115,4,โอ้เป็นคราวเคราะห์แล้วจำแคล้วกัน
460,116,1,ระดูร้อนก่อนเก่าทำเข้าแช่
461,116,2,น่าชมแต่เครื่องกับสำรับฉัน
462,116,3,ช่างทำเป็นเช่นดอกจอกเป็นดอกจันทน์
463,116,4,งามจนชั้นกระชายทำเหมือนจำปา
464,117,1,มะม่วงดิบหยิบดูจึ่งรู้จัก
465,117,2,ทำน่ารักรูปสัตว์เหมือนมัจฉา
466,117,3,จะแลลับกลับกลายสุดสายตา
467,117,4,เคยไปมามิได้เห็นจะเว้นวาย
468,118,1,ตรุษสงกรานต์ท่านแต่งเครื่องแป้งสด
469,118,2,ระรื่นรสราเชนพุมเสนกระสาย
470,118,3,น้ำกุหลาบอาบอุระแสนสบาย
471,118,4,ถึงเคราะห์ร้ายหายหอมให้ตรอมทรวง
472,119,1,เหมือนแสนโง่โอ้เสียแรงแต่งหนังสือ
473,119,2,จนมีชื่อลือเลื่องทั้งเมืองหลวง
474,119,3,มามืดเหมือนเดือนแรมไม่แจ่มดวง
475,119,4,ต้องเหงาง่วงทรวงเศร้าเปลี่ยวเปล่าใจ
476,120,1,จำจากเพื่อนเหมือนจะพาน้ำตาตก
477,120,2,ต้องระหกระเหินหาที่อาศัย
478,120,3,โอ้แสนอายปลายอ้อยเลื่อนลอยไป
479,120,4,เจ็บเจ็บใจไม่รู้หายซังตายทน
480,121,1,ที่อารีมีคุณการุญรัก
481,121,2,ได้เห็นพักตร์พบปะปีละหน
482,121,3,เข้าวัสสามาทั่วทุกตัวตน
483,121,4,ถวายต้นไม้กระถางต่างต่างกัน
484,122,1,ดูกิ่งใบไม้แซมติดแต้มแต่ง
485,122,2,ลูกดอกแฝงแกล้งประดิษฐ์ความคิดขยัน
486,122,3,พุ่มสีผึ้งถึงดีลิ้นจี่จันทน์
487,122,4,ต้นแก้วกรรณิการ์มีสารพัด
488,123,1,ทำรูปพราหมณ์งามพริ้มแย้มยิ้มเยื้อน
489,123,2,กินนรเหมือนนางกินนรแขนอ่อนหยัด
490,123,3,ดูนางนั่งปลั่งเปล่งดูเคร่งครัด
491,123,4,หน้าเหมือนผัดผ่องผิวกรีดนิ้วนาง
492,124,1,รูปนกหกผกผินกินลูกไม้
493,124,2,บ้างจับไซ้ขนพลิกพลิ้วปีกหาง
494,124,3,นกยางเจ่าเซาจกเหมือนนกยาง
495,124,4,รูปเสือกวางกบกระต่ายมีหลายพัน
496,125,1,ทำแปลกแปลกแขกฝาหรั่งทั้งเจ้าเงาะ
497,125,2,หน้าหวัวเราะรูปร่างคิ้วคางขัน
498,125,3,สุกรแกะแพะโผนเผ่นโดนกัน
499,125,4,ล้วนรูปปั้นต่างต่างเหมือนอย่างเป็น
500,126,1,จะแลลับนับปีครั้งนี้หนอ
501,126,2,ที่ชอบพอเพื่อนสำราญจะนานเห็น
502,126,3,ด้วยโศกสุมรุมร้อนไม่หย่อนเย็น
503,126,4,จงอยู่เป็นสุขสุขทุกทุกคน
504,127,1,ขอแบ่งบุญสุนทรถาวรสวัสดิ์
505,127,2,ให้บริบูรณ์พูนสมบัติพิพัฒน์ผล
506,127,3,เกิดกองทองกองนากอย่ายากจน
507,127,4,เจริญพ้นภัยพานสำราญเริง
508,128,1,โอ้สงสารหลานสาวเหล่าข้าหลวง
509,128,2,เคยมาลวงหลงเชื่อจนเหลือเหลิง
510,128,3,ไม่รู้เท่าเจ้าทั้งนั้นเสียชั้นเชิง
511,128,4,เชิญบันเทิงเถิดนะหลานปากหวานดี
512,129,1,ได้ฉันลมชมลิ้นเสียสิ้นแล้ว
513,129,2,ล้วนหลานแก้วหลอกน้าต้องล่าหนี
514,129,3,จะนับเดือนเลือนลับไปนับปี
515,129,4,อยู่จงดีได้เป็นหม่อมให้พร้อมเพรียง
516,130,1,โอ้เดือนอ้ายไม่ขาดกระจาดหลวง
517,130,2,ใส่เรือพ่วงพวกแห่เซ็งแซ่เสียง
518,130,3,อึกกระทึกครึกโครมคบโคมเคียง
519,130,4,เรือรายเรียงร้องขับตีทับโทน
520,131,1,บ้างเขียนหน้าทาดำยืนรำเต้น
521,131,2,ลางลำเล่นงิ้วหนังมีทั้งโขน
522,131,3,พวกขี้เมาเหล่าประสกตลกโลน
523,131,4,ร้องโย้นโหยนโย้นฉับรับชาตรี
524,132,1,ล้วนเรือใหญ่ใส่กระจาดย่ามบาตรพร้อม
525,132,2,ของคุณหม่อมจอมมารดาเจ้าภาษี
526,132,3,ทั้งขุนนางต่างมาด้วยบารมี
527,132,4,ปี่พาทย์ตีเต้นรำทุกลำเรือ
528,133,1,ของขนมส้มสูกทั้งลูกไม้
529,133,2,หมูเป็ดไก่กุ้งแห้งแตงมะเขือ
530,133,3,พร้าวอ่อนด้วยกล้วยอ้อยนับร้อยเครือ
531,133,4,จนล้นเหลือเกลือปลาร้าสารพัน
532,134,1,แล้วเราได้ไตรดีแพรสีแสด
533,134,2,สบงแปดคืบจัดเป็นสัตตขันธ์
534,134,3,โอ้แต่นี้มิได้เห็นเหมือนเช่นนั้น
535,134,4,นับคืนวันปีเดือนจะเลื่อนลอย
536,135,1,เหลืออาลัยใจเอ่ยจะเลยลับ
537,135,2,เหลืออาภัพพูดยากเหมือนปากหอย
538,135,3,ให้เขินขวยด้วยว่าวาสนาน้อย
539,135,4,ต้องหน้าจ๋อยน้อยหน้าระอาอาย
540,136,1,ออกวัสสาผ้าสบงกระทงเข้า
541,136,2,พระองค์เจ้าจบพระหัตถ์จัดถวาย
542,136,3,ไม่แหงนเงยเลยกลัวเจ้าขรัวนาย
543,136,4,สำรวมกายก้มหน้าเกรงบารมี
544,137,1,สวดมนต์จบหลบออกข้างนอกเล่า
545,137,2,ปะแต่เหล่าสาวแซ่ห่มแพรสี
546,137,3,สู้หลับตามาจนสุดถึงกุฎี
547,137,4,เหมือนไม่มีตาตัวด้วยกลัวตาย
548,138,1,ตั้งแต่นี้มิได้หลบไม่พบแล้ว
549,138,2,จงผ่องแผ้วพักตร์เหมือนดั่งเดือนหงาย
550,138,3,จะเงียบเหงาเช้าเย็นจะเว้นวาย
551,138,4,โอ้ใจหายหมายมาดเคลื่อนคลาดคลา
552,139,1,เหมือนใบศรีมีงานท่านสนอม
553,139,2,เจิมแป้งหอมน้ำมันจันทน์ให้หรรษา
554,139,3,พอเสร็จการท่านเอาลงทิ้งคงคา
555,139,4,ต้องลอยมาลอยไปเป็นใบตอง
556,140,1,เหมือนตัวเราเล่าก็พลอยเลื่อนลอยลับ
557,140,2,มิได้รับไทยทานดูงานฉลอง
558,140,3,โอ้ทองหยิบลิบลอยทั้งฝอยทอง
559,140,4,มิได้ครองไตรแพรเหมือนแต่เดิม
560,141,1,พระสิงหะพระอภัยพระทัยจืด
561,141,2,ไม่ยาวยืดยกยอชะลอเฉลิม
562,141,3,เมื่อกระนั้นจันทน์และกระแจะเจิม
563,141,4,ได้พูนเพิ่มเหิมฮึกอยู่ตึกราม
564,142,1,ครั้นเหินห่างร้างเริดก็เกิดทุกข์
565,142,2,ไพรีรุกบุกเบียฬเป็นเสี้ยนหนาม
566,142,3,สู้ต่ำต้อยน้อยตัวเกรงกลัวความ
567,142,4,ด้วยเป็นยามยากจนจำทนทาน
568,143,1,ขอเดชะพระสยมบรมนาถ
569,143,2,เจ้าไกรลาสโลกามหาสถาน
570,143,3,ทรงงัวเผือกเงือกหงอนสังวรสังวาล
571,143,4,ถือพัดตาลตาไฟประลัยกัลป์
572,144,1,ประกาศิตอิทธิเวทวิเศษประเสริฐ
573,144,2,ให้ตายเกิดสิ้นสุดมนุษย์สวรรค์
574,144,3,ตรัสอย่างไรไปเป็นเหมือนเช่นนั้น
575,144,4,พระโปรดฉันเชิญช่วยอำนวยพร
576,145,1,เผื่อว่าจักรักใคร่ที่ไหนมั่ง
577,145,2,ให้สมหวังดังจำนงประสงค์สมร
578,145,3,ทรงเวทมนตร์ดลประสิทธิ์ฤทธิรอน
579,145,4,เจริญพรภิญโญเดโชชัย
580,146,1,ที่หวังชื่นกลืนกลั้นกระสันสวาท
581,146,2,อย่าแคล้วคลาดเคลือบแคลงแหนงไฉน
582,146,3,มิตรจิตขอให้มิตรใจไป
583,146,4,ที่มืดไม่เห็นห้องช่วยส่องเทียน
584,147,1,ขอเดชะพระนารายณ์อยู่สายสมุทร
585,147,2,พระโพกภุชงค์เฉลิมเสริมพระเศียร
586,147,3,มังกรกอดสอดประสานสังวาลเวียน
587,147,4,สถิตเสถียรแท่นมหาวาสุกรี
588,148,1,ทรงจักรสังข์ทั้งคทาเทพาวุธ
589,148,2,เหยียบบ่าครุฑเที่ยวทวาทศราศี
590,148,3,ขอมหาอานุภาพปราบไพรี
591,148,4,อย่าให้มีมารขวางระคางระคาย
592,149,1,ที่คนคิดริษยานินทาโทษ
593,149,2,พระเปลื้องโปรดปราบประยูรให้สูญหาย
594,149,3,ศัตรูเงียบเรียบร้อยจะลอยชาย
595,149,4,ไปเชยสายสุดสวาทไม่ขาดวัน
596,150,1,ขอเดชะพระมหาวายุพัด
597,150,2,พิมานอัศวราชเผ่นผาดผัน
598,150,3,ทรงสีเหลืองเครื่องไฟประลัยกัลป์
599,150,4,กุมพระขรรค์กรดกระหวัดพัดโพยม
600,151,1,ขอเดชาวายุเวกจะเศกเวท
601,151,2,พอหลับเนตรพริบหนึ่งไปถึงโฉม
602,151,3,จะสอพลอฉอเลาะปะเหลาะประโลม
603,151,4,เหมือนกินโสมโศกสร่างสว่างทรวง
604,152,1,สุมามาลย์บานแบ่งแมลงภู่
605,152,2,ขอสิงสู่สมสงวนไม่ควรหวง
606,152,3,จะเหือดสิ้นกลิ่นอายเสียดายดวง
607,152,4,จะหล่นร่วงโรยรสต้องอดออม
608,153,1,โอ้อกเอ๋ยเชยอื่นไม่ชื่นแช่ม
609,153,2,เชยที่แย้มยิ้มพรายไม่หายหอม
610,153,3,แต่หัสนัยน์ตรัยตรึงส์ท่านถึงจอม
611,153,4,ยังแปลงปลอมเปลื้องปลิดไพจิตรา
612,154,1,ได้บุตรีที่รักยักษ์อสูร
613,154,2,สืบประยูรอยู่ถึงดาวดึงสา
614,154,3,เราเป็นมนุษย์สุดรักต้องลักพา
615,154,4,เหมือนอินทราตรึงส์ตรัยเป็นไรมี
616,155,1,อย่าประมาทชาติหมู่แมงภู่ผึ้ง
617,155,2,ประสงค์ซึ่งเสน่หาสร้อยสาหรี
618,155,3,ดูดอกไม้ในจังหวัดปัฐพี
619,155,4,ดวงใดดีมีกลิ่นรวยรินรส
620,156,1,พอบานกลีบรีบถึงลงคลึงเคล้า
621,156,2,ฟุบแฝงเฝ้าเฟ้นฟอนเกสรสด
622,156,3,สัจจังจริงมิ่งขวัญอย่ารันทด
623,156,4,ถ้ากลิ่นใกล้ได้รสเหลืออดออม
624,157,1,อันโกสุมพุ่มพวงดอกดวงนี้
625,157,2,สร้อยสาหรีรำเพยระเหยหอม
626,157,3,ภมรมาดปรารถนาจึ่งมาตอม
627,157,4,ต้องอดออมอกตรมระทมทวี
628,158,1,แม้นรับรักหักว่าเมตตาตอบ
629,158,2,เมื่อผิดชอบผ่ายหน้าจะพาหนี
630,158,3,เหมือนอิเหนาเขาก็รู้ไม่สู้ดี
631,158,4,แต่เพียงพี่นี้ก็ได้ด้วยง่ายดาย
632,159,1,อย่าหลบหลู่ดูถูกแต่ลูกยักษ์
633,159,2,เขายังลักไปเสียได้ดั่งใจหมาย
634,159,3,เหมือนตัวพี่นี้ก็ลือว่าชื่อชาย
635,159,4,รู้จักฝ่ายฟ้าดินชินชำนาญ
636,160,1,ถึงนัทีสีขเรศขอบเขตแขวง
637,160,2,ป้อมกำแพงแหล่งล้อมพร้อมทหาร
638,160,3,เดชะฤทธิ์วิทยาปรีชาชาญ
639,160,4,ช่วยบันดาลได้สมอารมณ์ปอง
640,161,1,จริงจริงนะจะไปอุ้มเนื้อนุ่มน่วม
641,161,2,ลงนั่งร่วมเรือกลพยนต์ผยอง
642,161,3,อยู่ท้ายพระจะได้เรียงเคียงประคอง
643,161,4,ครรไลล่องลอยชะเลเหมือนเภตรา
644,162,1,พอลมดีพี่จะให้ใช้ใบแล่น
645,162,2,ไปตามแผนที่ประเทศเพศภาษา
646,162,3,แสนสบายสายสมุทรสุดสายตา
647,162,4,เห็นแต่ฟ้าน้ำเขียวเปล่าเปลี่ยวทรวง
648,163,1,ในสาชลวนลึกโครมครึกคลื่น
649,163,2,สุดจะฝืนฝ่าชะเลหลวง
650,163,3,เห็นฝูงปลานาคินสิ้นทั้งปวง
651,163,4,เกิดในห้วงห้องมหาคงคาเค็ม
652,164,1,แขกฝาหรั่งมังค่าพวกพาณิช
653,164,2,สังเกตทิศถิ่นทางต้องวางเข็ม
654,164,3,เข้าประเทศเขตแดนเลียบแล่นเล็ม
655,164,4,เขาไปเต็มไปตามทางกลางนัที
656,165,1,ถ้าแม้นว่าปลาวาฬผุดผ่านหน้า
657,165,2,เรือไม่กล้าใกล้เคียงหลีกเลี่ยงหนี
658,165,3,แนวชลาน่าชมแม้นลมดี
659,165,4,ดูเร็วรี่เรือเรื่อยไม่เหนื่อยแรง
660,166,1,เย็นระรื่นคลื่นเรียบเงียบสงบ
661,166,2,มหรณพพลิบเนตรในเขตแขวง
662,166,3,แม้นควันคลุ้มกลุ่มกลมเป็นลมแดง
663,166,4,เป็นสายแสงเสียงลั่นสนั่นดัง
664,167,1,บัดเดี๋ยวคลื่นครื้นครึกสะทึกโถม
665,167,2,ขึ้นสาดโทรมดาดฟ้าคงคาขัง
666,167,3,เสียงฮือฮืออื้ออึงตูมตึงตัง
667,167,4,ด้วยกำลังลมกล้าสลาตัน
668,168,1,แต่เรือเราเบาฟ่องถึงต้องคลื่น
669,168,2,ก็ฝ่าฝืนฟูสบายแล่นผายผัน
670,168,3,แม่เห็นคลื่นครื้นเครงจะเกรงครัน
671,168,4,จะรับขวัญอุ้มน้องประคองเคียง
672,169,1,จะเขียนธงลงยันต์ปักกันคลื่น
673,169,2,ให้หายรื่นราบเรียบเงียบเซียบเสียง
674,169,3,จะแย้มสรวลชวนนั่งที่ตั่งเตียง
675,169,4,ให้เอนเอียงแอบอุ่นละมุนทรวง
676,170,1,จะแสนชื่นรื่นรสแป้งสดหอม
677,170,2,เห็นจะยอมหย่อนตามไม่ห้ามหวง
678,170,3,เหมือนได้แก้วแววฟ้าจินดาดวง
679,170,4,ไว้แนบทรวงสมคะเนทุกเวลา
680,171,1,ออกลึกซึ้งถึงที่ชื่อสะดือสมุทร
681,171,2,เห็นน้ำสุดสูงฟูมดั่งภูมผา
682,171,3,ดูพลุ่งพลุ่งวุ้งวงหว่างคงคา
683,171,4,สูดนาวาเวียนวนไม่พ้นไป
684,172,1,เรือลูกค้าพาณิชไม่ชิดเฉียด
685,172,2,แล่นก้าวเสียดหลีกลำตามน้ำไหล
686,172,3,แลชะเลเภตราบ้างมาไป
687,172,4,เห็นไรไรริ้วริ้วเท่านิ้วมือ
688,173,1,แม้นพรายน้ำทำฤทธิ์นิมิตรูป
689,173,2,สว่างวูบวงแดงดั่งแสงกระสือ
690,173,3,ต้องสุมไฟใส่ประโคมให้โหมฮือ
691,173,4,พัดกระพือเผาหนังแก้รังควาน
692,174,1,แต่ตัวพี่มีอุบายแก้พรายผุด
693,174,2,เศกเพลิงชุดเช่นกับไฟประลัยผลาญ
694,174,3,ทิ้งพรายน้ำทำลายวอดวายปราณ
695,174,4,มิให้พานพักตร์น้องอย่าหมองมัว
696,175,1,ดูปลาใหญ่ในสมุทรผุดพ่นน้ำ
697,175,2,มืดเหมือนคล้ำคลุ้มบดสลดสลัว
698,175,3,พุ่งทะลึ่งถึงฟ้าดูน่ากลัว
699,175,4,แต่ละตัวแต่ละโขดนับโยชน์ยาว
700,176,1,จะหยอกเย้าเฝ้ายั่วให้หวัวเราะ
701,176,2,ชวนชมเกาะกะเปาะกลมชื่อนมสาว
702,176,3,สาคเรศเขตแคว้นทุกแดนดาว
703,176,4,ดูเรือชาวเมืองใช้ใบไปมา
704,177,1,เรือสลัดตัดระกำร้อยลำหวาย
705,177,2,ทำเรือค่ายรายแล่นล้วนแน่นหนา
706,177,3,น้าวกระเชียงเสียงเฮสุเรสุรา
707,177,4,ใส่เสื้อผ้าโพกนั้นลงยันต์ราย
708,178,1,เหมือนเรือเปล่าเสากระโดงลดลงซ่อน
709,178,2,ปลอมเรือจรจับบรรดาลูกค้าขาย
710,178,3,ตัวคนได้ไม่ล้างให้วางวาย
711,178,4,เจาะตีนหวายร้อยส้นทุกคนไป
712,179,1,โดยหากว่าถ้าไปปะเรือสลัด
713,179,2,ศรีสวัสดิ์แววจะพรั่นประหวั่นไหว
714,179,3,จะอุ้มวางกลางตักสะพักไว้
715,179,4,โบกธงชัยให้จังงังกำบังตา
716,180,1,แล้วจะใช้ใบเยื้องไปเมืองเทศ
717,180,2,ชมประเภทพวกแขกแปลกภาษา
718,180,3,ทั้งหนุ่มสาวเกล้ามวยสวยโสภา
719,180,4,แต่งกายาอย่างพราหมณ์งามงามดี
720,181,1,ล้วนนุ่งห่มโขมพัสตร์ถือสัจศิล
721,181,2,ใส่เพชรนิลแนมประดับสลับสี
722,181,3,แลพิลึกตึกตั้งล้วนมั่งมี
723,181,4,ชาวบุรีขี่รถบทจร
724,182,1,จะเชิญแก้วแววเนตรขึ้นเขตแคว้น
725,182,2,จัดซื้อแหวนเพชรรัตน์ประภัสสร
726,182,3,ให้สร่างทรวงดวงสุดาสถาวร
727,182,4,สว่างร้อนรับขวัญทุกวันคืน
728,183,1,จะระวังนั่งประคองเคียงน้องน้อย
729,183,2,ให้ใช้สอยสารพัดไม่ขัดขืน
730,183,3,กลืนไว้ได้ในอุระก็จะกลืน
731,183,4,ให้แช่มชื่นชมชะเลทุกเวลา
732,184,1,แล้วจะชวนนวลละอองตระกองอุ้ม
733,184,2,ให้ชมเพลินเนินมะงุมมะงาหรา
734,184,3,ไปเกาะที่อิเหนาชาวชะวา
735,184,4,วงศ์อสัญแดหวาน่าหวัวเราะ
736,185,1,จมูกโด่งโง้งงุ้มทั้งหนุ่มสาว
737,185,2,ไม่เหมือนกล่าวราวเรื่องหูเหืองเจาะ
738,185,3,ไม่เพริศพริ้งหญิงชายคล้ายคล้ายเงาะ
739,185,4,ไม่มีเหมาะหมดจดไม่งดงาม
740,186,1,ไม่แง่งอนอ้อนแอ้นแขนไม่อ่อน
741,186,2,ไม่เหมือนสมรเสมอภาษาสยาม
742,186,3,รูปก็งามนามก็เพราะเสนาะนาม
743,186,4,จะพาข้ามเข้าละเมาะเกาะมาลากา
744,187,1,เดิมของแขกแตกฝาหรั่งไปตั้งตึก
745,187,2,แลพิลึกครึกครื้นขายปืนผา
746,187,3,เมื่อครั้งนั้นปันหยีอุ้มวียะดา
747,187,4,ชี้ชมสัตว์มัจฉาในสาคร
748,188,1,แม้นเหมือนหมายสายสุดใจไปด้วยพี่
749,188,2,จะช่วยชี้ชมตลิ่งเหล่าสิงขร
750,188,3,ประคองเคียงเอียงเอกเขนกนอน
751,188,4,ร้องละคอนอิเหนาเข้ามาลากา
752,189,1,แล้วจะใช้ใบบากออกจากฝั่ง
753,189,2,ไปชมละเมาะเกาะวังกัลพังหา
754,189,3,เกิดในน้ำดำนิลดั่งศิลา
755,189,4,เหมือนรุกขาขึ้นสล้างหว่างคีริน
756,190,1,ชะเลรอบขอบเขาเป็นเงาง้ำ
757,190,2,เวลาน้ำขึ้นกระเพื่อมถึงเงื้อมหิน
758,190,3,เห็นหุบห้องปล่องชลาฝูงนาคิน
759,190,4,ขึ้นมากินเกยนอนชะอ้อนเนิน
760,191,1,ภูเขานั้นวันหนึ่งแล่นจึ่งรอบ
761,191,2,เป็นเขตขอบเทพเจ้าจอมเขาเขิน
762,191,3,จะชื่นชวนนวลละอองประคองเดิน
763,191,4,เลียบเหลี่ยมเนินเพลินชมพนมนิล
764,192,1,จริงนะจ๊ะจะเก็บทั้งกัลพังหา
765,192,2,เม็ดมุกดาคลื่นสาดกลางหาดหิน
766,192,3,เบี้ยอี้แก้แลรอบขอบคีริน
767,192,4,ระรื่นกลิ่นไม้หอมมีพร้อมเพรียง
768,193,1,สะพรั่งต้นผลดอกออกไม่ขาด
769,193,2,ศิลาลาดลดหลั่นชั้นเฉลียง
770,193,3,จะค่อยเลียบเหยียบย่องประคองเคียง
771,193,4,เป็นพี่เลี้ยงเพียงพี่ร่วมชีวา
772,194,1,จำปาดะองุ่นหอมกรุ่นกลิ่น
773,194,2,ก้าแฝ่ฝิ่นสินธุต้นบุหงา
774,194,3,ด้วยเกาะนี้ที่ทำเลเทวดา
775,194,4,แต่นกกาก็มิได้ไปใกล้กราย
776,195,1,แล้วจะใช้ใบไปดูเมืองสุหรัด
777,195,2,ท่าคลื่นซัดซึ้งวนชลสาย
778,195,3,ตั้งตึกรามตามตลิ่งแขกหญิงชาย
779,195,4,แต้มผ้าลายกะลาสีพวกตีพิมพ์
780,196,1,พื้นม่วงตองทองช้ำย่ำมะหวาด
781,196,2,ฉีกวิลาศลายลำยองเขียนทองจิ้ม
782,196,3,ทำที่อยู่ดูพิลึกล้วนตึกทิม
783,196,4,เรียบเรียงริมฝั่งสมุทรแลสุดตา
784,197,1,จะตามใจให้เพลินเจริญเนตร
785,197,2,ชมประเภทพราหมณ์แขกแปลกภาษา
786,197,3,ได้แย้มสรวลชวนใช้ใบลีลา
787,197,4,ไปมังกล่าฝาหรั่งระวังตระเวน
788,198,1,กำปั่นไฟใหญ่น้อยออกลอยเที่ยว
789,198,2,ตลบเลี้ยวแลวิ่งดั่งจิ้งเหลน
790,198,3,ถ้วนเดือนหนึ่งจึงจะผลัดพวกหัศเกน
791,198,4,เวียนตระเวนไปมาทั้งตาปี
792,199,1,เมืองมังกล่าฝาหรั่งอยู่ทั้งแขก
793,199,2,พวกเจ๊กแทรกแปลกหน้าทำภาษี
794,199,3,แลพิลึกตึกรามงามงามดี
795,199,4,ตึกเศรษฐีมีทรัพย์ประดับประดา
796,200,1,ดูวาวแววแก้วกระหนกกระจกกระจ่าง
797,200,2,ประตูหน้าต่างติดเครื่องรอบเฝืองฝา
798,200,3,ล้วนขายเพชรเจ็ดสีมีราคา
799,200,4,วางไว้หน้าตึกร้านใส่จานราย
800,201,1,แล้วตัวไปไม่นั่งระวังของ
801,201,2,คนซื้อร้องเรียกหาจึ่งมาขาย
802,201,3,ด้วยไม่มีตีโบยขโมยขมาย
803,201,4,ทั้งหญิงชายเช้าค่ำเขาสำราญ
804,202,1,นอกกำแพงแขวงเขตประเทศถิ่น
805,202,2,เป็นสวนอินทผาลัมทับน้ำหวาน
806,202,3,รองอ่างไว้ใช้ทำแทนน้ำตาล
807,202,4,ต้องแต่งงานขันหมากเหลือหลากจริง
808,203,1,ถึงขวบปีมีจั่นทำขวัญต้น
809,203,2,แต่งเหมือนคนขอสู่นางผู้หญิง
810,203,3,แม้นถึงปีมีลูกใครปลูกทิ้ง
811,203,4,ไม่ออกจริงจั่นหล่นลำต้นตาย
812,204,1,บ้านตลาดกวาดเลี่ยนเตียนตะล่ง
813,204,2,ถึงของหลงลืมไว้ก็ไม่หาย
814,204,3,ไปชมเล่นเช่นฉันว่าประสาสบาย
815,204,4,บ้านเมืองรายหลายประเทศต่างเพศพันธุ์
816,205,1,จะพาไปให้สร้างทางกุศล
817,205,2,ขึ้นสิงหลเห็นจะได้ไปสวรรค์
818,205,3,ไหว้เจดีย์ที่ทำเลเวฬุวัน
819,205,4,พระรากขวัญอันเป็นยิ่งเขาสิงคุดร์
820,206,1,คิดจะใช้ใบข้ามไปตามเข็ม
821,206,2,เขียนมาเต็มเล่มแล้วจะสิ้นสมุด
822,206,3,เหมือนหมายทางต่างทวีปเรือรีบรุด
823,206,4,พอสิ้นสุดสายมหาอารณพ
824,207,1,เหมือนเรื่องรักจักประเวศประเทศถิ่น
825,207,2,มิทันสิ้นสุดคำก็จำจบ
826,207,3,แม้นขืนเคืองเปลื้องปลิดไม่คิดคบ
827,207,4,จะเศร้าซบโศกสะอื้นทุกคืนวัน
828,208,1,เหมือนยักษีที่สิงขรต้องศรกก
829,208,2,ปักตรึงอกอานุภาพซ้ำสาปสรร
830,208,3,อยู่นพบุรีที่ตรงหว่างเขานางประจัน
831,208,4,เสียงไก่ขันขึ้นนนทรีคอยตีซ้ำ
832,209,1,แสนวิตกอกพญาอุณาราช
833,209,2,สุดหมายมาดไม่มีที่อุปถัมภ์
834,209,3,ศรสะเทือนเหมือนอุระจะระยำ
835,209,4,ต้องตีซ้ำช้ำในฤๅทัยระทม
836,210,1,ถึงกระไรได้อุตส่าห์อาสาสมัคร
837,210,2,ขอเห็นรักสักเท่าซีกกระผีกผม
838,210,3,พอชื่นใจได้สว่างสร่างอารมณ์
839,210,4,เหมือนนิยมสมคะเนเถิดเทวัญ
840,211,1,ถวิลหวังสังวาสสวาทแสวง
841,211,2,ให้แจ่มแจ้งแต่งตามเรื่องความฝัน
842,211,3,ฝากฝีปากฝากคำที่สำคัญ
843,211,4,ชื่อรำพันพิลาปล้ำกาพย์กลอน
